,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
330,0.0,0.0,166324,0,0,0,0,0,3,0.0,0.0,0,Ivan,0.0,269,False,Permanent transfer to Lille,2023-08-11T10:50:27.703881Z,50,166324.jpg,0.0,Neves Abreu Cavaleiro,0.0,False,,u,10,54,0,0,0,957,7,0.0,0.0,I.Cavaleiro,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,693.0,292.0,691.0,291.0,686.0,289.0,693.0,292.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,182.0,110.0,674.0,282.0,693.0,291.0,705.0,296.0,0.0,0.0
331,,,96994,0,0,0,0,0,3,4.0,4.5,9,Bobby,4.0,270,False,,,55,96994.jpg,3.9,De Cordova-Reid,0.2,False,,a,10,54,27,19416,684,20525,813,0.7,4.9,De Cordova-Reid,436,2,1,1,9,0,0,0,1,0,0,2,79,94.0,49.9,125.0,26.7,5,2.46,0.26,2.72,8.39,159.0,60.0,179.0,106.0,53.0,31.0,111.0,62.0,,,,,,,0.51,0.0,0.05,0.56,1.73,1.86,93.0,58.0,60.0,28.0,70.0,29.0,358.0,113.0,1.03,0.21
332,25.0,,219924,0,0,0,0,0,2,0.8,3.5,2,Issa,3.0,271,False,Foot injury - 25% chance of playing,2023-10-07T21:00:07.899289Z,45,219924.jpg,2.9,Diop,0.8,False,,d,10,54,23,83225,181,68563,12876,0.7,5.1,Diop,700,0,0,3,13,0,0,0,2,0,0,2,135,145.4,16.4,25.0,18.7,8,0.15,0.28,0.43,15.90,87.0,30.0,291.0,96.0,229.0,65.0,178.0,54.0,,,,,,,0.02,0.0,0.04,0.06,2.04,1.67,387.0,74.0,90.0,35.0,145.0,50.0,179.0,69.0,1.03,0.39
333,,,432931,0,0,-1,1,0,3,0.0,0.5,0,Tyrese,0.0,272,False,,,44,432931.jpg,0.0,Francois,0.0,False,,a,10,54,0,1466,82,2234,133,0.0,0.0,Francois,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,578.0,219.0,567.0,220.0,553.0,217.0,582.0,223.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,545.0,293.0,534.0,195.0,586.0,224.0,549.0,203.0,0.0,0.0
334,0.0,0.0,83543,0,0,-1,1,0,3,0.0,0.0,0,Anthony,0.0,273,False,Season-long loan to Huddersfield Town,2023-09-03T20:13:44.073237Z,44,83543.jpg,0.0,Knockaert,0.0,False,,u,10,54,0,941,0,6752,197,0.0,0.0,Knockaert,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,544.0,202.0,532.0,203.0,515.0,199.0,548.0,206.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,483.0,270.0,493.0,178.0,552.0,207.0,528.0,190.0,0.0,0.0
335,0.0,0.0,109434,0,0,0,0,0,2,0.0,0.0,0,Terence,0.0,274,False,Season-long loan to Rapid Vienna,2023-09-03T20:04:54.860410Z,40,109434.jpg,0.0,Kongolo,0.1,False,,u,10,54,0,1162,0,8702,317,0.0,0.0,Kongolo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,461.0,166.0,444.0,163.0,418.0,149.0,466.0,166.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,611.0,164.0,396.0,132.0,468.0,164.0,435.0,168.0,0.0,0.0
336,,,80201,0,0,2,-2,2,1,4.3,4.8,2,Bernd,4.3,275,False,,,47,80201.jpg,4.8,Leno,15.8,False,,a,10,54,38,1053877,22312,352767,56853,0.9,8.1,Leno,720,0,0,3,13,0,0,0,0,0,31,8,190,262.2,0.0,0.0,26.2,8,0.00,0.00,0.00,15.92,9.0,4.0,654.0,77.0,647.0,75.0,113.0,4.0,,,,,,,0.0,3.88,0.0,0.0,1.99,1.62,325.0,12.0,50.0,4.0,33.0,3.0,27.0,5.0,1.0,0.38
337,100.0,100.0,212314,0,0,-1,1,0,3,0.3,0.8,0,Saša,0.3,276,False,,2023-08-31T17:30:07.839749Z,44,212314.jpg,1.8,Lukić,0.3,False,,a,10,54,7,49183,518,62289,1248,0.1,1.6,Lukić,265,0,0,1,4,0,0,0,1,0,0,0,30,27.6,32.7,26.0,8.6,3,0.62,0.06,0.68,8.89,309.0,131.0,225.0,125.0,224.0,116.0,298.0,133.0,,,,,,,0.21,0.0,0.02,0.23,3.02,1.36,518.0,279.0,312.0,146.0,250.0,113.0,259.0,84.0,1.02,0.34
338,0.0,0.0,120721,0,0,0,0,0,2,0.0,0.0,0,Kevin,0.0,277,False,Season-long loan to Augsburg,2023-09-03T20:05:44.450227Z,40,120721.jpg,0.0,Mbabu,0.3,False,,u,10,54,0,4952,0,33955,1340,0.0,0.0,Mbabu,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,466.0,169.0,450.0,166.0,424.0,152.0,471.0,169.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,617.0,167.0,402.0,135.0,473.0,167.0,290.0,112.0,0.0,0.0
339,0.0,0.0,128389,0,0,-1,1,0,4,0.0,0.0,0,Aleksandar,0.0,278,False,Permanent transfer to Al-Hilal,2023-08-18T14:00:10.226716Z,74,128389.jpg,1.0,Mitrović,0.8,False,,u,10,54,1,15553,0,350783,1323,0.0,0.1,Mitrović,32,0,0,0,0,0,0,0,0,0,0,0,6,6.4,0.3,26.0,3.3,0,0.16,0.02,0.18,0.60,391.0,45.0,403.0,55.0,228.0,45.0,364.0,46.0,,,,,,,0.45,0.0,0.06,0.51,1.69,0.0,22.0,8.0,713.0,92.0,408.0,53.0,190.0,30.0,0.0,0.0
340,,,244042,0,0,-1,1,0,4,0.3,0.8,1,Rodrigo,0.3,279,False,,,44,244042.jpg,1.0,Muniz Carvalho,0.6,False,,a,10,54,3,49530,2808,45456,2975,0.1,0.7,Muniz,25,0,0,0,2,0,0,0,0,0,0,0,6,5.6,11.7,15.0,3.3,0,0.16,0.03,0.19,1.48,396.0,46.0,331.0,45.0,272.0,48.0,362.0,45.0,,,,,,,0.58,0.0,0.11,0.69,5.33,7.2,539.0,91.0,316.0,42.0,356.0,44.0,216.0,39.0,0.0,0.0
341,100.0,100.0,154296,0,0,0,0,1,3,1.7,2.2,1,João,1.7,280,False,,2023-08-06T23:30:05.777889Z,50,154296.jpg,3.0,Palhinha Gonçalves,0.4,False,,a,10,54,18,43040,1611,28180,4114,0.3,3.6,J.Palhinha,473,1,0,2,6,0,0,0,3,0,0,3,59,116.6,18.5,34.0,17.0,5,0.36,0.07,0.43,9.00,125.0,42.0,283.0,149.0,200.0,108.0,204.0,97.0,,,,,,,0.07,0.0,0.01,0.08,1.71,1.14,179.0,107.0,187.0,83.0,139.0,61.0,250.0,80.0,0.95,0.38
342,100.0,100.0,82514,0,0,0,0,1,2,2.7,3.2,2,Tim,2.7,281,False,,2023-08-19T18:00:06.900913Z,45,82514.jpg,4.0,Ream,2.0,False,,a,10,54,28,240140,2820,100133,19408,0.6,6.2,Ream,603,1,0,3,11,0,0,0,1,1,0,4,127,125.6,12.0,43.0,18.0,7,0.96,0.10,1.06,15.33,111.0,43.0,328.0,114.0,172.0,35.0,189.0,59.0,,,,,,,0.14,0.0,0.01,0.15,2.29,1.64,352.0,51.0,106.0,39.0,63.0,20.0,121.0,48.0,1.04,0.45
343,100.0,100.0,153366,0,0,-2,2,0,3,2.0,2.5,1,Harrison,2.0,282,False,,2023-08-31T02:00:07.951724Z,48,153366.jpg,2.4,Reed,0.5,False,,a,10,54,19,23931,839,61415,3700,0.4,4.0,Reed,492,0,1,3,10,0,0,0,1,0,0,0,79,77.2,115.8,9.0,20.2,6,0.01,0.47,0.48,10.74,197.0,80.0,61.0,43.0,310.0,160.0,166.0,82.0,4.0,,,,,,0.0,0.0,0.09,0.09,1.96,1.83,296.0,195.0,158.0,66.0,182.0,74.0,225.0,70.0,1.1,0.55
344,100.0,100.0,169528,0,0,0,0,0,2,2.7,3.2,0,Antonee,2.7,283,False,,2023-09-16T20:00:07.420575Z,45,169528.jpg,2.1,Robinson,0.6,False,,a,10,54,15,36239,706,43712,3939,0.6,3.3,Robinson,630,0,0,2,13,1,0,0,1,0,0,1,110,108.0,84.9,15.0,20.9,7,0.05,0.52,0.57,14.64,135.0,53.0,102.0,23.0,273.0,84.0,157.0,45.0,,,,,,,0.01,0.0,0.07,0.08,2.09,1.86,366.0,60.0,108.0,41.0,205.0,69.0,211.0,81.0,1.0,0.29
345,,,155529,0,0,0,0,0,1,0.0,0.5,0,Marek,0.0,284,False,,,40,155529.jpg,0.0,Rodák,0.3,False,,a,10,54,-1,4153,188,14439,797,0.0,-0.2,Rodák,0,0,0,0,0,0,0,0,1,0,0,0,-3,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,471.0,51.0,455.0,35.0,429.0,30.0,476.0,51.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,622.0,49.0,407.0,49.0,478.0,51.0,264.0,35.0,0.0,0.0
346,50.0,0.0,167074,0,0,-1,1,0,2,0.0,0.0,0,Kenny,0.0,285,False,Groin Injury - 50% chance of playing,2023-09-23T22:00:07.732576Z,44,167074.jpg,2.4,Tete,0.4,False,,d,10,54,12,19866,78,43977,3253,0.0,2.7,Tete,427,0,0,2,8,0,0,0,2,0,0,0,71,68.0,45.8,13.0,12.7,5,0.19,0.22,0.41,11.87,220.0,87.0,188.0,48.0,283.0,90.0,262.0,87.0,,,,,,,0.04,0.0,0.05,0.09,2.5,1.69,502.0,113.0,505.0,194.0,178.0,60.0,246.0,97.0,1.05,0.42
347,0.0,0.0,109646,0,0,-2,2,0,2,0.0,0.0,0,Tosin,0.0,286,False,Groin Injury - Expected back 04 Nov,2023-09-15T16:00:07.700688Z,43,109646.jpg,1.0,Adarabioyo,0.0,False,,i,10,54,1,799,27,5179,192,0.0,0.2,Tosin,1,0,0,0,0,0,0,0,0,0,0,0,5,12.0,0.0,0.0,1.2,0,0.00,0.00,0.00,0.67,366.0,137.0,520.0,206.0,497.0,195.0,412.0,146.0,,,,,,,0.0,0.0,0.0,0.0,60.3,0.0,575.0,142.0,473.0,178.0,343.0,120.0,515.0,195.0,0.0,0.0
348,,,245824,0,0,-2,2,0,4,1.3,1.8,2,Carlos Vinícius,1.3,287,False,,,48,245824.jpg,2.8,Alves Morais,1.9,False,,a,10,54,11,73855,6652,276425,10425,0.3,2.3,Vinícius,153,1,0,0,1,0,0,0,0,0,0,2,38,43.4,46.7,79.0,16.9,1,0.60,0.06,0.66,1.59,274.0,32.0,184.0,31.0,99.0,32.0,209.0,33.0,,,,,,,0.35,0.0,0.04,0.39,0.94,0.59,313.0,61.0,205.0,26.0,152.0,22.0,124.0,23.0,0.59,0.0
349,,,153682,0,0,-1,1,0,3,1.0,1.5,1,Harry,1.0,288,False,,,54,153682.jpg,1.9,Wilson,0.2,False,,a,10,54,15,14752,476,21447,1381,0.2,2.8,Wilson,486,0,0,2,10,0,0,0,0,0,0,0,52,33.8,85.2,59.0,17.6,6,0.32,0.61,0.93,13.03,297.0,126.0,101.0,72.0,137.0,81.0,198.0,95.0,3.0,,1.0,,3.0,,0.06,0.0,0.11,0.17,2.41,1.85,121.0,76.0,242.0,113.0,247.0,112.0,356.0,112.0,1.11,0.37
350,,,102057,-1,1,-2,2,0,4,1.0,1.5,0,Raúl,1.0,558,False,,,53,102057.jpg,1.6,Jiménez,0.8,False,,a,10,54,11,93897,1311,139109,10482,0.2,2.1,Raúl,503,0,0,2,10,0,0,0,1,0,0,0,33,37.4,61.0,103.0,19.7,7,0.72,0.30,1.02,12.25,285.0,34.0,147.0,18.0,72.0,26.0,171.0,26.0,,,,,,,0.13,0.0,0.05,0.18,2.19,1.79,141.0,39.0,241.0,30.0,275.0,36.0,185.0,28.0,1.25,0.36
351,100.0,100.0,47431,0,0,-2,2,0,3,5.0,5.5,10,Willian,5.0,591,False,,2023-08-24T23:00:07.286162Z,53,47431.jpg,3.3,Borges da Silva,0.4,False,,a,10,54,23,28193,8685,51424,4025,0.9,4.3,Willian,444,1,1,2,5,0,0,0,1,0,0,3,77,89.8,122.5,107.0,31.8,5,0.93,0.50,1.43,7.79,171.0,66.0,56.0,38.0,69.0,41.0,78.0,46.0,2.0,,2.0,,,,0.19,0.0,0.1,0.29,1.58,1.01,138.0,89.0,37.0,22.0,112.0,49.0,249.0,79.0,1.01,0.41
352,100.0,100.0,232892,0,0,-1,1,0,2,0.3,0.8,1,Calvin,0.3,610,False,,2023-09-28T03:30:10.178064Z,44,232892.jpg,0.2,Bassey,0.2,False,,a,10,54,1,5639,330,21375,681,0.1,0.2,Bassey,125,0,0,0,3,0,0,0,0,1,0,0,14,15.8,1.6,2.0,1.9,1,0.00,0.00,0.00,6.09,349.0,133.0,383.0,143.0,366.0,134.0,402.0,143.0,,,,,,,0.0,0.0,0.0,0.0,4.38,2.16,532.0,130.0,315.0,106.0,435.0,152.0,322.0,125.0,0.72,0.0
353,,,547686,0,0,0,0,0,2,0.0,0.5,0,Luc,0.0,625,False,,,40,547686.jpg,0.0,De Fougerolles,0.1,False,,a,10,54,0,2099,155,2618,183,0.0,0.0,De Fougerolles,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,526.0,203.0,509.0,199.0,486.0,188.0,530.0,202.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,690.0,214.0,463.0,170.0,533.0,201.0,476.0,183.0,0.0,0.0
354,0.0,0.0,490146,0,0,0,0,0,4,0.0,0.0,0,Jay,0.0,651,False,Season-long loan to Birmingham City,2023-08-28T08:00:28.514721Z,45,490146.jpg,0.0,Stansfield,0.0,False,,u,10,54,0,1655,0,2089,38,0.0,0.0,Stansfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,635.0,70.0,631.0,72.0,623.0,71.0,640.0,71.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,439.0,78.0,599.0,70.0,640.0,72.0,617.0,84.0,0.0,0.0
355,75.0,,515023,0,0,0,0,0,3,0.0,0.5,0,Matthew,0.0,652,False,Hamstring injury - 75% chance of playing,2023-10-13T09:30:09.800778Z,45,515023.jpg,0.0,Dibley-Dias,0.0,False,,d,10,54,0,923,44,641,70,0.0,0.0,Dibley-Dias,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,645.0,257.0,641.0,258.0,633.0,257.0,650.0,261.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,450.0,255.0,609.0,236.0,650.0,261.0,659.0,266.0,0.0,0.0
356,0.0,0.0,159533,-1,1,-1,1,0,3,0.0,0.0,0,Adama,0.0,662,False,Hamstring injury - Expected back 29 Oct,2023-09-22T12:00:09.389013Z,49,159533.jpg,1.0,Traoré,0.0,False,,i,10,54,3,5807,19,5701,257,0.0,0.6,Adama,32,0,0,0,3,0,0,0,0,0,0,0,4,5.2,0.4,21.0,2.6,0,0.12,0.00,0.12,2.40,399.0,184.0,397.0,196.0,241.0,125.0,386.0,179.0,,,,,,,0.34,0.0,0.0,0.34,6.75,8.44,238.0,155.0,652.0,264.0,388.0,180.0,547.0,201.0,0.0,0.0
357,,,515024,0,0,0,0,0,3,0.0,0.5,0,Luke,0.0,683,False,,,45,515024.jpg,2.0,Harris,0.0,False,,a,10,54,2,3209,140,1682,212,0.0,0.4,Harris,74,0,0,0,5,0,0,0,0,0,0,0,2,3.2,0.7,17.0,2.1,0,0.28,0.01,0.29,2.26,412.0,189.0,393.0,195.0,263.0,138.0,394.0,182.0,,,,,,,0.34,0.0,0.01,0.35,2.75,6.08,451.0,256.0,610.0,237.0,225.0,97.0,577.0,217.0,0.0,0.0
358,,,166477,0,0,0,0,1,2,3.0,3.5,2,Timothy,3.0,688,False,,,45,166477.jpg,3.6,Castagne,0.7,False,,a,10,54,18,87737,2460,25234,10224,0.7,4.0,Castagne,377,0,0,2,4,0,0,0,1,0,0,3,83,68.8,55.9,49.0,17.4,4,0.16,0.64,0.80,4.07,218.0,86.0,167.0,40.0,154.0,29.0,201.0,62.0,,,,,,,0.04,0.0,0.15,0.19,0.97,0.95,364.0,58.0,89.0,34.0,83.0,29.0,200.0,79.0,0.95,0.48
359,,,428971,0,0,0,0,0,1,0.0,0.5,0,Steven,0.0,692,False,,,40,428971.jpg,0.0,Benda,0.0,False,,a,10,54,0,1157,106,465,77,0.0,0.0,Benda,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,496.0,61.0,480.0,45.0,455.0,40.0,501.0,61.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,654.0,59.0,432.0,59.0,503.0,61.0,632.0,78.0,0.0,0.0
360,,,225897,0,0,0,0,0,2,0.0,0.5,0,Fodé,0.0,707,False,,,45,225897.jpg,0.0,Ballo-Touré,0.0,False,,a,10,54,0,1547,138,881,211,0.0,0.0,Ballo-Touré,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,605.0,231.0,601.0,230.0,591.0,227.0,609.0,230.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,390.0,77.0,567.0,217.0,613.0,230.0,605.0,212.0,0.0,0.0
361,,,60706,0,0,0,0,0,1,0.5,0.5,0,Adrián,0.0,289,False,,,40,60706.jpg,0.0,San Miguel del Castillo,0.3,False,,a,11,14,0,5337,307,10064,626,0.0,0.0,Adrián,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,458.0,43.0,441.0,26.0,415.0,21.0,463.0,43.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,608.0,40.0,393.0,40.0,465.0,43.0,277.0,39.0,0.0,0.0
362,100.0,100.0,169187,0,0,-1,1,1,2,1.2,1.2,1,Trent,0.7,290,False,,2023-09-04T05:00:07.856635Z,79,169187.jpg,3.0,Alexander-Arnold,8.2,False,,a,11,14,18,255343,30653,1194668,22846,0.1,2.3,Alexander-Arnold,421,0,1,1,6,0,0,0,2,0,0,3,97,89.6,162.5,42.0,29.5,5,0.19,0.60,0.79,6.77,172.0,68.0,36.0,7.0,178.0,40.0,89.0,20.0,3.0,,1.0,,,,0.04,0.0,0.13,0.17,1.45,1.28,13.0,1.0,301.0,94.0,143.0,48.0,48.0,16.0,1.07,0.21
363,,,116535,0,0,0,0,1,1,3.2,3.2,1,Alisson,2.7,291,False,,,55,116535.jpg,3.5,Ramses Becker,11.1,False,,a,11,14,28,401633,39273,326410,24191,0.5,5.1,A.Becker,720,0,0,1,9,0,0,0,1,0,31,3,163,229.4,0.1,0.0,22.9,8,0.00,0.00,0.00,11.37,19.0,8.0,410.0,6.0,707.0,84.0,138.0,8.0,,,,,,,0.0,3.88,0.0,0.0,1.42,1.12,95.0,3.0,118.0,13.0,100.0,10.0,38.0,7.0,1.0,0.12
364,0.0,0.0,535928,0,0,-2,2,0,3,0.0,0.0,0,Stefan,0.0,292,False,Calf injury - Unknown return date,2023-09-29T10:30:08.978098Z,48,535928.jpg,0.0,Bajcetic,0.0,False,,i,11,14,0,949,12,4252,168,0.0,0.0,Bajcetic,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,667.0,271.0,665.0,271.0,658.0,268.0,669.0,272.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,322.0,213.0,643.0,256.0,669.0,271.0,550.0,204.0,0.0,0.0
365,,,447203,0,0,-1,1,1,4,4.2,4.2,5,Darwin,3.7,293,False,,,74,447203.jpg,4.7,Núñez Ribeiro,12.9,False,,a,11,14,33,1154870,98747,1278183,56452,0.5,4.5,Darwin,309,3,3,1,3,0,0,0,1,0,0,3,109,141.6,46.3,173.0,36.2,3,2.87,0.74,3.61,5.11,93.0,12.0,186.0,32.0,30.0,12.0,64.0,14.0,,,,,3.0,,0.84,0.0,0.22,1.06,1.49,0.87,23.0,9.0,70.0,6.0,39.0,8.0,31.0,5.0,0.87,0.29
366,100.0,0.0,194634,0,0,-3,3,1,3,1.8,0.0,0,Diogo,1.3,294,False,,2023-09-30T23:00:08.714780Z,77,194634.jpg,3.3,Teixeira da Silva,1.3,False,,a,11,14,23,191150,6691,372665,8745,0.2,3.0,Diogo J.,284,2,2,0,4,0,0,0,1,1,0,2,66,84.0,56.4,164.0,30.4,3,1.36,0.38,1.74,4.46,183.0,71.0,163.0,102.0,34.0,19.0,86.0,51.0,,,,,,,0.43,0.0,0.12,0.55,1.41,1.27,16.0,9.0,218.0,103.0,113.0,50.0,150.0,48.0,0.95,0.0
367,,,444884,0,0,-2,2,0,3,0.8,0.8,1,Harvey,0.3,295,False,,,48,444884.jpg,1.3,Elliott,0.2,False,,a,11,14,8,8931,964,16795,1017,0.1,1.7,Elliott,164,0,1,0,1,0,0,0,1,0,0,0,30,14.4,41.6,19.0,7.6,1,0.12,0.21,0.33,2.68,355.0,154.0,205.0,115.0,248.0,130.0,306.0,137.0,,,,,,,0.07,0.0,0.12,0.19,1.47,0.55,316.0,208.0,331.0,152.0,314.0,144.0,341.0,105.0,0.55,0.0
368,0.0,0.0,116643,0,0,0,0,0,3,0.0,0.0,0,Fabio Henrique,0.0,296,False,Permanent Transfer to Al-Ittihad,2023-08-01T09:50:49.848998Z,50,116643.jpg,0.0,Tavares,0.0,False,,u,11,14,0,0,0,1060,13,0.0,0.0,Fabinho,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,692.0,291.0,689.0,290.0,684.0,288.0,692.0,291.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,176.0,106.0,673.0,281.0,692.0,290.0,676.0,277.0,0.0,0.0
369,50.0,0.0,243298,0,0,-3,3,0,4,1.6,0.0,0,Cody,2.7,297,False,Knee injury - 50% chance of playing,2023-10-01T02:00:08.267715Z,72,243298.jpg,2.9,Gakpo,2.4,False,,d,11,14,20,116400,1026,524821,25025,0.4,2.8,Gakpo,318,2,0,0,5,0,0,0,0,0,0,3,68,90.6,47.2,131.0,26.7,5,1.99,0.16,2.15,4.05,166.0,18.0,182.0,30.0,50.0,19.0,112.0,19.0,,,,,,,0.56,0.0,0.05,0.61,1.15,1.42,27.0,11.0,124.0,16.0,150.0,21.0,114.0,22.0,1.42,0.0
370,,,171287,0,0,0,0,0,2,1.8,1.8,0,Joe,1.3,298,False,,,45,171287.jpg,2.0,Gomez,0.5,False,,a,11,14,14,36725,3254,27924,3364,0.3,3.1,Gomez,423,0,0,1,3,0,0,0,1,0,0,0,75,79.6,60.8,18.0,15.9,4,0.06,0.11,0.17,6.51,192.0,77.0,149.0,35.0,249.0,73.0,215.0,70.0,,,,,,,0.01,0.0,0.02,0.03,1.39,0.64,368.0,62.0,201.0,65.0,223.0,75.0,232.0,90.0,0.85,0.21
371,0.0,0.0,56979,0,0,0,0,0,3,0.0,0.0,0,Jordan,0.0,299,False,Permanent transfer to Al-Ettifaq,2023-07-28T08:28:45.116062Z,50,56979.jpg,0.0,Henderson,0.0,False,,u,11,14,0,0,0,763,11,0.0,0.0,Henderson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,687.0,288.0,684.0,287.0,679.0,285.0,687.0,288.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,169.0,103.0,668.0,278.0,688.0,288.0,684.0,280.0,0.0,0.0
372,0.0,0.0,206915,0,0,-1,1,0,3,0.0,0.0,0,Curtis,0.0,300,False,Suspended until 05 Nov,2023-09-30T23:00:08.738337Z,49,206915.jpg,1.0,Jones,0.1,False,,s,11,14,5,2617,30,11026,454,0.0,1.0,Jones,278,0,0,1,4,0,0,0,1,1,0,0,29,34.0,17.6,20.0,6.7,4,0.11,0.08,0.19,6.68,296.0,125.0,286.0,152.0,247.0,129.0,317.0,143.0,,,,,,,0.04,0.0,0.03,0.07,2.16,1.29,251.0,163.0,657.0,269.0,391.0,182.0,491.0,169.0,1.29,0.32
373,,,200720,-1,1,-1,1,0,1,0.5,0.5,0,Caoimhin,0.0,301,False,,,39,200720.jpg,0.0,Kelleher,0.3,False,,a,11,14,0,3820,1117,8772,484,0.0,0.0,Kelleher,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,442.0,33.0,424.0,16.0,397.0,11.0,446.0,33.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,711.0,81.0,375.0,30.0,449.0,33.0,294.0,43.0,0.0,0.0
374,100.0,100.0,204716,0,0,-1,1,0,2,1.2,1.2,1,Ibrahima,0.7,302,False,,2023-08-25T09:30:07.183386Z,49,204716.jpg,1.4,Konaté,1.2,False,,a,11,14,7,113836,7227,178215,4936,0.1,1.4,Konaté,221,0,0,0,4,0,0,0,0,0,0,0,44,54.6,12.5,6.0,7.3,2,0.05,0.01,0.06,4.49,244.0,99.0,323.0,110.0,338.0,115.0,311.0,109.0,,,,,,,0.02,0.0,0.0,0.02,1.83,1.63,248.0,29.0,283.0,93.0,302.0,101.0,155.0,59.0,0.81,0.0
375,,,244731,0,0,0,0,0,3,2.5,2.5,2,Luis,2.0,303,False,,,75,244731.jpg,3.2,Díaz,9.4,False,,a,11,14,26,1181586,40038,968161,59905,0.3,3.5,Luis Díaz,544,2,0,1,7,0,0,0,0,0,0,1,67,90.8,106.7,158.0,35.5,7,2.40,1.00,3.40,8.56,164.0,63.0,72.0,53.0,37.0,22.0,66.0,40.0,,,,,,,0.4,0.0,0.17,0.57,1.42,1.16,21.0,13.0,169.0,73.0,121.0,53.0,43.0,15.0,1.16,0.17
376,100.0,100.0,243016,0,0,-1,1,0,3,3.5,3.5,2,Alexis,3.0,304,False,,2023-08-19T18:00:06.968162Z,59,243016.jpg,1.6,Mac Allister,4.0,False,,a,11,14,13,116167,9065,832694,17298,0.5,2.2,Mac Allister,610,0,1,1,8,0,0,0,3,1,0,1,81,106.6,79.0,6.0,19.2,8,0.08,0.74,0.82,11.65,139.0,49.0,111.0,77.0,340.0,173.0,173.0,86.0,,,,,,,0.01,0.0,0.11,0.12,1.72,1.18,72.0,44.0,99.0,40.0,277.0,129.0,84.0,26.0,1.18,0.15
