chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type
,,27436,0,0,0,0,0,4,1.5,,0,David,0.0,344,False,,,55,27436.jpg,2.3,McGoldrick,1.2,False,,a,15,49,65,0,0,0,0,0.0,11.8,McGoldrick,1810,2,2,7,18,0,0,0,2,0,0,6,201,303.4,268.4,584.0,115.2,200,22,134,17,54,25,103,21
,,40386,0,0,0,0,0,2,2.1,,0,Chris,0.0,345,False,,,50,40386.jpg,3.2,Basham,2.7,False,,a,15,49,123,0,0,0,0,0.0,24.6,Basham,3242,0,1,13,37,0,0,0,4,0,0,6,639,707.6,212.1,103.0,102.7,49,17,163,36,228,67,128,34
,,47247,0,0,0,0,0,3,2.1,,0,John,0.0,346,False,,,60,47247.jpg,3.4,Fleck,0.6,False,,a,15,49,101,0,0,0,0,0.0,16.8,Fleck,2515,5,2,8,30,0,0,0,8,0,0,13,464,527.4,648.8,419.0,159.6,108,36,26,20,82,43,52,30
,,63426,0,0,0,0,0,2,2.5,,0,Enda,0.0,347,False,,,55,63426.jpg,3.7,Stevens,5.6,False,,a,15,49,142,0,0,0,0,0.0,25.8,Stevens,3345,2,4,13,39,0,0,0,7,0,0,8,639,641.0,554.5,338.0,153.5,64,25,37,5,101,14,55,7
,,74854,0,0,0,0,0,1,1.7,,0,Simon,0.0,348,False,,,45,74854.jpg,1.5,Moore,0.4,False,,a,15,49,3,0,0,0,0,0.0,0.7,Moore,180,0,0,0,6,0,0,0,0,0,5,0,23,28.0,0.0,0.0,2.8,348,30,389,27,373,22,362,30
,,79934,0,0,0,0,0,3,1.4,,0,Oliver,0.0,349,False,,,50,79934.jpg,2.6,Norwood,0.6,False,,a,15,49,98,0,0,0,0,0.0,19.6,Norwood,3089,1,3,13,36,0,0,0,8,0,0,6,563,608.4,808.8,100.0,151.8,70,20,17,14,236,120,58,34
,,82143,0,0,0,0,0,1,1.7,,0,Wes,0.0,350,False,,,45,82143.jpg,0.0,Foderingham,0.3,False,,a,15,49,0,0,0,0,0,0.0,0.0,Foderingham,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,403,40,391,28,375,23,403,40
,,82691,0,0,0,0,0,2,2.5,,0,George,0.0,351,False,,,55,82691.jpg,3.7,Baldock,5.8,False,,a,15,49,142,0,0,0,0,0.0,25.8,Baldock,3420,2,4,13,39,0,0,0,7,0,0,7,602,559.8,485.7,241.0,128.6,86,33,51,10,143,25,87,16
,,83427,0,0,0,0,0,2,1.6,,0,Jack,0.0,352,False,,,45,83427.jpg,2.3,Robinson,0.2,False,,a,15,49,14,0,0,0,0,0.0,3.1,Jack Robinson,504,0,0,1,11,0,0,0,0,0,0,2,87,106.8,30.4,2.0,14.0,310,116,300,109,331,127,330,120
,,108416,0,0,0,0,0,2,2.1,,0,John,0.0,353,False,,,50,108416.jpg,3.7,Egan,17.6,False,,a,15,49,133,0,0,0,0,0.0,26.6,Egan,3187,2,1,13,33,0,0,0,3,1,0,9,592,641.4,25.4,587.0,125.4,61,24,311,115,53,2,90,17
,,146610,0,0,0,0,0,2,2.1,,0,Jack,0.0,354,False,,,50,146610.jpg,3.4,O'Connell,0.9,False,,a,15,49,111,0,0,0,0,0.0,22.2,O'Connell,2915,0,1,12,28,0,0,0,4,0,0,6,552,576.6,262.3,246.0,108.6,79,30,138,30,141,24,114,26
,,153723,0,0,0,0,0,3,1.8,,0,John,0.0,355,False,,,55,153723.jpg,4.2,Lundstram,12.2,False,,a,15,49,144,0,0,0,0,0.0,26.2,Lundstram,2452,5,4,10,29,0,0,0,5,0,0,15,539,502.8,382.9,449.0,133.9,119,41,92,64,72,38,77,45
,,167878,0,0,0,0,0,3,1.4,,0,Ben,0.0,356,False,,,50,167878.jpg,1.5,Osborn,0.0,False,,a,15,49,19,0,0,0,0,0.0,3.8,Osborn,590,0,0,2,4,0,0,0,0,0,0,0,84,78.4,108.5,65.0,25.3,322,135,220,125,270,134,303,133
,,169432,0,0,0,0,0,4,1.8,,0,Oliver,0.0,357,False,,,60,169432.jpg,2.4,McBurnie,0.9,False,,a,15,49,86,0,0,0,0,0.0,14.3,McBurnie,2105,6,1,9,25,0,0,0,4,0,0,6,300,424.4,186.9,830.0,143.7,151,19,173,23,34,18,67,18
,,171975,0,0,0,0,0,4,1.5,,0,Callum,0.0,358,False,,,55,171975.jpg,2.1,Robinson,0.1,False,,a,15,49,33,0,0,0,0,0.0,6.0,Callum Robinson,669,1,2,2,6,0,0,0,1,0,0,1,73,79.8,72.8,156.0,30.4,320,40,252,39,196,44,293,42
,,178304,0,0,0,0,0,4,1.8,,0,Lys,0.0,359,False,,,60,178304.jpg,2.8,Mousset,0.5,False,,a,15,49,84,0,0,0,0,0.0,14.0,Mousset,1223,6,4,3,15,0,0,0,1,0,0,11,248,303.0,163.1,530.0,98.1,202,23,188,27,61,28,140,27
,,207189,0,0,0,0,0,3,1.4,,0,Sander,0.0,360,False,,,50,207189.jpg,2.9,Berge,0.5,False,,a,15,49,40,0,0,0,0,0.0,8.0,Berge,943,1,1,4,11,0,0,0,0,0,0,3,147,152.4,66.0,82.0,30.3,288,123,262,136,249,126,294,130
,,49083,0,0,0,0,0,3,1.4,,0,Luke,0.0,477,False,,,50,49083.jpg,1.2,Freeman,0.0,False,,a,15,49,13,0,0,0,0,0.0,2.6,Freeman,360,0,0,1,5,0,0,0,2,0,0,0,38,46.2,77.4,25.0,14.9,339,143,245,129,300,144,328,142
,,225321,0,0,0,0,0,1,2.4,,0,Aaron,0.0,483,False,,,50,225321.jpg,3.4,Ramsdale,4.0,False,,a,15,49,126,0,0,0,0,0.0,25.2,Ramsdale,3330,0,1,5,62,0,1,0,0,0,128,13,680,973.8,24.0,0.0,99.7,10,3,313,3,456,44,136,3
,,20452,0,0,0,0,0,4,1.5,,0,Shane,0.0,361,False,,,55,20452.jpg,2.4,Long,1.1,False,,a,16,20,62,0,0,0,0,0.0,11.3,Long,1386,2,3,5,20,0,0,0,0,0,0,4,159,190.8,264.8,536.0,99.4,267,31,137,18,59,26,137,26
,,40146,0,0,0,0,0,2,2.1,,0,Ryan,0.0,362,False,,,50,40146.jpg,2.3,Bertrand,1.0,False,,a,16,20,75,0,0,0,0,0.0,15.0,Bertrand,2742,1,1,7,52,0,0,0,3,1,0,0,432,436.8,538.5,234.0,121.1,142,52,43,7,148,28,98,21
,,58376,0,0,0,0,0,1,1.7,,0,Alex,0.0,363,False,,,45,58376.jpg,3.7,McCarthy,15.8,False,,a,16,20,104,0,0,0,0,0.0,23.1,McCarthy,2520,0,0,7,35,0,1,0,0,0,79,8,491,652.0,10.0,0.0,66.0,58,12,331,6,367,20,211,12
,,78056,0,0,0,0,0,3,1.0,,0,Oriol,0.0,364,False,,,45,78056.jpg,1.7,Romeu Vidal,4.2,False,,a,16,20,51,0,0,0,0,0.0,11.3,Oriol Romeu,1855,0,0,5,38,0,0,0,5,0,0,1,301,333.2,272.9,69.0,67.6,189,79,133,88,265,131,208,102
,,83283,0,0,0,0,0,3,2.2,,0,Nathan,0.0,365,False,,,65,83283.jpg,3.3,Redmond,0.8,False,,a,16,20,107,0,0,0,0,0.0,16.5,Redmond,2763,4,4,7,51,0,0,0,2,0,0,8,412,517.2,539.1,752.0,181.2,113,39,42,34,37,18,42,23
,,84939,0,0,0,0,0,4,3.0,,0,Danny,0.0,366,False,,,85,84939.jpg,5.2,Ings,23.3,False,,a,16,20,198,0,0,0,0,0.0,23.3,Ings,2800,22,2,6,44,0,0,1,3,0,0,40,736,1010.0,458.3,1558.0,302.4,7,2,62,4,6,4,7,3
,,88900,0,0,0,0,0,2,2.1,,0,Jack,0.0,367,False,,,50,88900.jpg,3.0,Stephens,0.6,False,,a,16,20,85,0,0,0,0,0.0,17.0,Stephens,2451,1,3,7,39,0,0,0,4,1,0,8,432,566.2,101.5,97.0,76.6,83,32,226,64,239,73,179,50
,,91047,0,0,0,0,0,3,1.8,,0,Stuart,0.0,368,False,,,55,91047.jpg,3.3,Armstrong,2.9,False,,a,16,20,98,0,0,0,0,0.0,17.8,Armstrong,1706,5,4,7,25,0,0,0,4,0,0,10,301,418.2,274.9,431.0,112.4,155,62,131,87,74,39,109,64
,,93100,0,0,0,0,0,2,1.6,,0,Jannik,0.0,369,False,,,45,93100.jpg,2.7,Vestergaard,0.6,False,,a,16,20,51,0,0,0,0,0.0,11.3,Vestergaard,1496,1,0,4,26,0,0,0,3,0,0,6,286,363.8,81.3,183.0,62.8,174,63,241,75,181,39,219,69
,,101178,0,0,0,0,0,3,2.1,,0,James,0.0,370,False,,,60,101178.jpg,3.1,Ward-Prowse,3.0,False,,a,16,20,117,0,0,0,0,0.0,19.5,Ward-Prowse,3420,5,4,9,60,0,0,2,9,0,0,8,587,864.6,989.9,548.0,240.7,18,7,8,6,56,29,21,13
,,107265,0,0,0,0,0,1,1.7,,0,Angus,0.0,371,False,,,45,107265.jpg,2.9,Gunn,0.4,False,,a,16,20,29,0,0,0,0,0.0,6.4,Gunn,900,0,0,2,25,0,0,0,0,0,30,3,166,219.4,0.0,0.0,22.1,255,22,400,32,386,28,312,22
,,128198,0,0,0,0,0,3,1.8,,0,Sofiane,0.0,372,False,,,55,128198.jpg,1.7,Boufal,0.1,False,,a,16,20,34,0,0,0,0,0.0,6.2,Boufal,753,0,3,1,17,0,0,0,2,0,0,0,99,149.4,203.7,267.0,62.0,290,124,166,108,129,74,225,108
,,153366,0,0,0,0,0,3,1.0,,0,Harrison,0.0,373,False,,,45,153366.jpg,0.0,Reed,0.3,False,,a,16,20,0,0,0,0,0,0.0,0.0,Reed,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,415,163,406,163,392,157,415,163
,,153379,0,0,0,0,0,3,1.0,,0,Josh,0.0,374,False,,,45,153379.jpg,0.0,Sims,0.2,False,,a,16,20,0,0,0,0,0,0.0,0.0,Sims,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,416,164,407,164,393,158,416,164
,,158534,0,0,0,0,0,2,1.6,,0,Kyle,0.0,375,False,,,45,158534.jpg,2.5,Walker-Peters,8.1,False,,a,16,20,32,0,0,0,0,0.0,7.1,Walker-Peters,944,0,1,2,12,0,0,0,1,0,0,2,194,168.2,108.6,48.0,32.2,279,104,219,60,283,100,291,102
,,171771,0,0,0,0,0,2,1.6,,0,Jan,0.0,376,False,,,45,171771.jpg,2.5,Bednarek,3.5,False,,a,16,20,84,0,0,0,0,0.0,18.7,Bednarek,3057,1,1,7,57,1,0,0,4,0,0,5,539,729.8,45.5,95.0,87.5,44,16,282,96,241,75,161,43
,,200439,0,0,0,0,0,4,1.8,,0,Che,0.0,377,False,,,60,200439.jpg,2.6,Adams,2.4,False,,a,16,20,78,0,0,0,0,0.0,13.0,Adams,1095,4,4,4,17,0,0,0,0,0,0,8,242,226.2,184.9,524.0,92.3,250,28,176,25,62,29,149,28
,,213482,0,0,0,0,0,2,2.1,,0,Yan,0.0,378,False,,,50,213482.jpg,1.6,Valery,0.1,False,,a,16,20,18,0,0,0,0,0.0,3.6,Valery,778,0,1,1,20,0,0,0,1,0,0,0,93,112.0,44.2,77.0,23.3,304,115,284,98,259,87,309,109
,,214466,0,0,0,0,0,3,1.0,,0,William,0.0,379,False,,,45,214466.jpg,2.7,Smallbone,0.5,False,,a,16,20,24,0,0,0,0,0.0,5.3,Smallbone,389,0,2,3,4,0,0,0,0,0,0,1,84,70.2,53.2,43.0,16.5,325,137,278,141,288,139,325,141
,,214470,0,0,0,0,0,2,1.0,,0,Jake,0.0,380,False,,,40,214470.jpg,2.0,Vokins,1.2,False,,a,16,20,2,0,0,0,0,0.0,0.5,Vokins,90,0,0,0,1,0,0,0,0,0,0,0,10,8.4,16.7,3.0,2.8,365,135,320,120,329,125,361,132
,,220598,0,0,0,0,0,4,1.3,,0,Michael,0.0,381,False,,,50,220598.jpg,2.1,Obafemi,2.8,False,,a,16,20,45,0,0,0,0,0.0,9.0,Obafemi,655,3,2,3,12,0,0,0,1,0,0,2,165,170.8,130.7,235.0,53.4,278,33,209,33,146,37,243,35
,,431131,0,0,0,0,0,3,1.8,,0,Moussa,0.0,382,False,,,55,431131.jpg,2.2,Djenepo,0.1,False,,a,16,20,40,0,0,0,0,0.0,7.3,Djenepo,920,2,2,2,14,0,0,0,4,1,0,3,151,224.4,153.4,252.0,62.9,252,108,195,120,137,81,218,105
,,450527,0,0,0,0,0,2,1.6,,0,Mohammed,0.0,479,False,,,45,450527.jpg,0.0,Salisu,0.4,False,,a,16,20,0,0,0,0,0,0.0,0.0,Salisu,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,436,168,427,168,420,166,436,168
,,37915,0,0,0,0,0,1,3.7,,0,Hugo,0.0,383,False,,,55,37915.jpg,4.7,Lloris,4.6,False,,a,17,6,98,0,0,0,0,0.0,17.8,Lloris,1808,0,0,6,21,0,1,0,0,0,80,13,422,564.6,0.0,0.0,56.5,84,14,460,47,458,45,236,14
,,38290,0,0,0,0,0,2,2.6,,0,Danny,0.0,384,False,,,50,38290.jpg,2.0,Rose,0.4,False,,a,17,6,47,0,0,0,0,0.0,9.4,Rose,1753,0,0,5,28,0,0,0,7,0,0,0,290,288.4,230.8,44.0,56.5,210,80,155,33,286,101,235,75
,,45268,0,0,0,0,0,3,1.9,,0,Moussa,0.0,385,False,,,50,45268.jpg,2.4,Sissoko,0.5,False,,a,17,6,69,0,0,0,0,0.0,13.8,Sissoko,2451,2,1,7,31,0,0,0,8,0,0,0,386,346.0,275.7,189.0,81.0,183,77,130,86,175,96,173,91
,,55605,0,0,0,0,0,2,3.0,,0,Toby,0.0,386,False,,,55,55605.jpg,2.9,Alderweireld,1.8,False,,a,17,6,97,0,0,0,0,0.0,17.6,Alderweireld,2957,2,2,7,39,1,0,0,7,0,0,6,576,773.6,196.0,182.0,115.2,31,7,168,37,182,40,104,23
,,62974,0,0,0,0,0,3,2.6,,0,Erik,0.0,387,False,,,60,62974.jpg,2.6,Lamela,0.2,False,,a,17,6,65,0,0,0,0,0.0,10.8,Lamela,1203,2,5,5,12,0,0,0,3,0,0,2,220,226.2,284.2,337.0,84.5,249,106,127,84,102,55,164,86
,,78830,0,0,0,0,0,4,4.5,,0,Harry,0.0,388,False,,,105,78830.jpg,5.4,Kane,15.3,False,,a,17,6,158,0,0,0,0,0.0,15.0,Kane,2588,18,2,6,36,0,0,0,4,0,0,26,587,843.8,391.0,1071.0,230.6,22,5,90,10,22,13,24,9
,,80226,0,0,0,0,0,2,3.0,,0,Serge,0.0,389,False,,,55,80226.jpg,3.8,Aurier,7.9,False,,a,17,6,124,0,0,0,0,0.0,22.5,Aurier,2699,1,7,9,33,1,0,0,2,1,0,15,623,655.2,508.1,252.0,141.6,57,23,47,9,136,22,69,11
,,85971,0,0,0,0,0,3,3.5,,0,Heung-Min,0.0,390,False,,,90,85971.jpg,5.6,Son,20.2,False,,a,17,6,169,0,0,0,0,0.0,18.8,Son,2478,11,13,7,32,0,0,1,0,2,0,18,544,800.6,606.1,1144.0,254.6,30,11,29,23,17,6,18,11
,,93264,0,0,0,0,0,2,2.6,,0,Eric,0.0,391,False,,,50,93264.jpg,1.9,Dier,0.9,False,,a,17,6,36,0,0,0,0,0.0,7.2,Dier,1340,0,2,3,23,0,0,0,5,0,0,0,172,297.2,100.2,56.0,45.6,205,78,228,66,276,96,265,89
,,95715,0,0,0,0,0,3,2.9,,0,Lucas,0.0,392,False,,,70,95715.jpg,2.9,Rodrigues Moura da Silva,3.1,False,,a,17,6,100,0,0,0,0,0.0,14.3,Lucas Moura,2235,4,5,6,29,0,0,0,3,0,0,3,330,494.6,477.1,751.0,172.1,122,44,57,44,38,19,47,26
,,102884,0,0,0,0,0,1,2.2,,0,Paulo,0.0,393,False,,,45,102884.jpg,3.2,Gazzaniga,0.4,False,,a,17,6,58,0,0,0,0,0.0,12.9,Gazzaniga,1612,0,0,2,26,0,1,0,1,0,59,6,300,449.8,10.0,0.0,46.1,136,19,332,7,384,27,264,19
,,108823,0,0,0,0,0,3,3.2,,0,Bamidele,0.0,394,False,,,80,108823.jpg,4.7,Alli,1.2,False,,a,17,6,117,0,0,0,0,0.0,14.6,Alli,1845,8,6,4,25,0,0,0,2,0,0,12,349,531.2,328.6,627.0,148.9,106,34,108,71,48,25,62,37
,,115556,0,0,0,0,0,2,2.6,,0,Ben,0.0,395,False,,,50,115556.jpg,2.3,Davies,1.1,False,,a,17,6,41,0,0,0,0,0.0,8.2,Davies,1430,0,0,4,19,0,0,0,6,0,0,2,223,279.8,172.4,94.0,54.4,217,82,182,43,242,76,241,77
,,132015,0,0,0,0,0,3,1.9,,0,Pierre-Emile,0.0,396,False,,,50,132015.jpg,2.3,Højbjerg,1.5,False,,a,17,6,75,0,0,0,0,0.0,15.0,Højbjerg,2750,0,3,7,51,0,0,0,5,0,0,1,412,493.0,469.0,368.0,133.1,123,45,58,45,91,49,79,46
,,157668,0,0,0,0,0,3,2.3,,0,Harry,0.0,397,False,,,55,157668.jpg,1.7,Winks,0.2,False,,a,17,6,52,0,0,0,0,0.0,9.5,Winks,2223,0,0,6,31,0,0,0,9,0,0,0,369,361.8,323.4,74.0,76.1,175,74,110,72,261,128,180,94
,,173904,0,0,0,0,0,2,3.0,,0,Davinson,0.0,398,False,,,55,173904.jpg,2.2,Sánchez,0.9,False,,a,17,6,64,0,0,0,0,0.0,11.6,Sánchez,2431,0,2,4,37,0,0,0,6,0,0,4,443,550.0,31.0,82.0,66.5,95,37,299,108,250,79,209,64
,,184349,0,0,0,0,0,2,2.6,,0,Ryan,0.0,399,False,,,50,184349.jpg,1.5,Sessegnon,0.3,False,,a,17,6,9,0,0,0,0,0.0,1.8,Sessegnon,341,0,0,0,5,0,0,0,0,0,0,0,41,45.4,39.9,34.0,11.9,340,124,291,103,293,106,336,122
,,194252,0,0,0,0,0,3,3.1,,0,Steven,0.0,400,False,,,75,194252.jpg,3.1,Bergwijn,1.0,False,,a,17,6,43,0,0,0,0,0.0,5.7,Bergwijn,699,3,1,2,9,0,0,0,2,0,0,5,141,174.2,187.3,147.0,50.8,277,120,172,111,202,106,254,119
,,195774,0,0,0,0,0,3,1.9,,0,Gedson,0.0,401,False,,,50,195774.jpg,1.0,Carvalho Fernandes,0.1,False,,a,17,6,7,0,0,0,0,0.0,1.4,Fernandes,62,0,0,0,1,0,0,0,0,0,0,0,20,17.2,34.3,20.0,7.2,358,149,296,146,307,147,347,148
,,199584,0,0,0,0,0,2,2.6,,0,Japhet,0.0,402,False,,,50,199584.jpg,2.8,Tanganga,0.2,False,,a,17,6,17,0,0,0,0,0.0,3.4,Tanganga,525,0,0,2,7,0,0,0,1,0,0,0,100,134.4,17.2,20.0,17.1,294,111,319,119,308,113,323,117
,,200826,0,0,0,0,0,3,2.9,,0,Giovani,0.0,403,False,,,70,200826.jpg,1.9,Lo Celso,2.5,False,,a,17,6,54,0,0,0,0,0.0,7.7,Lo Celso,1482,0,3,6,18,0,0,0,6,0,0,3,250,303.2,459.4,176.0,93.9,201,84,60,47,186,100,147,79
0.0,,209042,0,0,0,0,0,3,0.0,,0,Oliver,0.0,404,False,Joined Norwich City on loan until the end of the season on 17/8. - Expected back 01 Jul,2020-08-18T09:30:16.995257Z,45,209042.jpg,1.0,Skipp,0.2,False,,n,17,6,7,0,0,0,0,0.0,1.6,Skipp,74,0,0,0,1,0,0,0,0,0,0,0,23,15.2,1.6,0.0,1.8,359,150,349,159,406,162,367,153
,,231372,0,0,0,0,0,3,2.6,,0,Tanguy,0.0,405,False,,,60,231372.jpg,2.1,Ndombele,0.3,False,,a,17,6,45,0,0,0,0,0.0,7.5,Ndombele,1002,2,2,1,17,0,0,0,3,0,0,2,220,274.2,194.8,122.0,59.2,219,92,170,110,217,113,231,113
,,234908,0,0,0,0,0,2,2.1,,0,Juan,0.0,406,False,,,45,234908.jpg,0.8,Foyth,0.2,False,,a,17,6,3,0,0,0,0,0.0,0.7,Foyth,66,0,0,0,3,0,0,0,1,0,0,0,9,18.6,12.5,0.0,3.1,355,131,328,124,415,165,358,130
100.0,,15749,0,0,0,0,0,1,2.2,,0,Joe,0.0,482,False,,2020-08-20T13:00:12.071870Z,45,15749.jpg,0.0,Hart,0.3,False,,a,17,6,0,0,0,0,0,0.0,0.0,Hart,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,392,36,374,18,355,11,392,36
,,42427,0,0,0,0,0,2,0.6,,0,Kieran,0.0,407,False,,,45,42427.jpg,0.0,Gibbs,1.0,False,,a,18,35,0,0,0,0,0,0.0,0.0,Gibbs,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,395,146,381,146,363,141,395,146
,,49440,0,0,0,0,0,4,0.5,,0,Hal,0.0,408,False,,,55,49440.jpg,0.0,Robson-Kanu,0.7,False,,a,18,35,0,0,0,0,0,0.0,0.0,Robson-Kanu,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,463,55,462,55,460,55,463,55
,,49944,0,0,0,0,0,3,0.4,,0,Jake,0.0,409,False,,,50,49944.jpg,0.0,Livermore,0.2,False,,a,18,35,0,0,0,0,0,0.0,0.0,Livermore,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,439,171,433,171,426,170,439,171
,,49957,0,0,0,0,0,3,0.8,,0,Kamil,0.0,410,False,,,55,49957.jpg,0.0,Grosicki,0.2,False,,a,18,35,0,0,0,0,0,0.0,0.0,Grosicki,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,464,187,463,187,461,187,464,187
,,50229,0,0,0,0,0,3,0.8,,0,Matt,0.0,411,False,,,55,50229.jpg,0.0,Phillips,0.3,False,,a,18,35,0,0,0,0,0,0.0,0.0,Phillips,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,465,188,464,188,462,188,465,188
,,59940,0,0,0,0,0,2,0.6,,0,Kyle,0.0,412,False,,,45,59940.jpg,0.0,Bartley,0.3,False,,a,18,35,0,0,0,0,0,0.0,0.0,Bartley,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,399,148,385,148,368,143,399,148
,,61600,0,0,0,0,0,3,0.4,,0,Romaine,0.0,413,False,,,50,61600.jpg,0.0,Sawyers,0.1,False,,a,18,35,0,0,0,0,0,0.0,0.0,Sawyers,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,443,173,437,173,430,172,443,173
,,77777,0,0,0,0,0,2,0.6,,0,Ahmed El-Sayed,0.0,414,False,,,45,77777.jpg,0.0,Hegazy,2.4,False,,a,18,35,0,0,0,0,0,0.0,0.0,Hegazi,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,402,151,390,151,374,146,402,151
,,78356,0,0,0,0,0,4,0.5,,0,Charlie,0.0,415,False,,,55,78356.jpg,0.0,Austin,1.6,False,,a,18,35,0,0,0,0,0,0.0,0.0,Austin,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,468,56,468,56,466,56,468,56
,,82078,0,0,0,0,0,4,0.3,,0,Kenneth,0.0,416,False,,,50,82078.jpg,0.0,Zohore,0.6,False,,a,18,35,0,0,0,0,0,0.0,0.0,Zohore,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,446,52,442,52,435,52,446,52
,,101982,0,0,0,0,0,1,0.7,,0,Sam,0.0,417,False,,,45,101982.jpg,0.0,Johnstone,1.4,False,,a,18,35,0,0,0,0,0,0.0,0.0,Johnstone,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,409,42,398,31,383,26,409,42
,,108053,0,0,0,0,0,2,0.6,,0,Conor,0.0,418,False,,,45,108053.jpg,0.0,Townsend,0.3,False,,a,18,35,0,0,0,0,0,0.0,0.0,Townsend,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,411,157,401,157,387,153,411,157
,,146426,0,0,0,0,0,2,1.1,,0,Oluwasemilogo Adesewo Ibidapo,0.0,419,False,,,50,146426.jpg,0.0,Ajayi,0.7,False,,a,18,35,0,0,0,0,0,0.0,0.0,Ajayi,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,450,172,447,172,442,171,450,172
,,173809,0,0,0,0,0,3,0.0,,0,Jonathan,0.0,420,False,,,45,173809.jpg,0.0,Leko,0.9,False,,a,18,35,0,0,0,0,0,0.0,0.0,Leko,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,419,165,410,165,396,159,419,165
,,174593,0,0,0,0,0,3,0.4,,0,Kyle,0.0,421,False,,,50,174593.jpg,0.0,Edwards,0.1,False,,a,18,35,0,0,0,0,0,0.0,0.0,Edwards,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,456,182,453,182,449,182,456,182
,,176420,0,0,0,0,0,2,0.6,,0,Darnell,0.0,422,False,,,45,176420.jpg,0.0,Furlong,0.2,False,,a,18,35,0,0,0,0,0,0.0,0.0,Furlong,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,420,161,411,161,397,157,420,161
,,195864,0,0,0,0,0,3,0.4,,0,Sam,0.0,423,False,,,50,195864.jpg,0.0,Field,0.0,False,,a,18,35,0,0,0,0,0,0.0,0.0,Field,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,457,183,454,183,450,183,457,183
,,197937,0,0,0,0,0,3,0.0,,0,Oliver,0.0,424,False,,,45,197937.jpg,0.0,Burke,0.5,False,,a,18,35,0,0,0,0,0,0.0,0.0,Burke,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,424,166,415,166,402,160,424,166
,,216616,0,0,0,0,0,2,0.6,,0,Dara,0.0,425,False,,,45,216616.jpg,0.0,O'Shea,0.5,False,,a,18,35,0,0,0,0,0,0.0,0.0,O'Shea,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,431,167,422,167,411,164,431,167
,,232427,0,0,0,0,0,3,0.0,,0,Rekeem,0.0,426,False,,,45,232427.jpg,0.0,Harper,0.5,False,,a,18,35,0,0,0,0,0,0.0,0.0,Harper,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,433,169,424,169,413,165,433,169
,,210407,0,0,0,0,0,3,1.1,,0,Matheus,0.0,481,False,,,60,210407.jpg,0.0,Pereira,5.9,False,,a,18,35,0,0,0,0,0,0.0,0.0,Pereira,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,480,198,480,198,480,198,480,198
,,18073,0,0,0,0,0,3,1.4,,0,Mark,0.0,427,False,,,50,18073.jpg,3.2,Noble,2.0,False,,a,19,21,105,0,0,0,0,0.0,21.0,Noble,2675,4,4,7,44,0,0,0,5,0,0,8,504,542.2,602.2,164.0,131.1,99,32,30,24,193,102,83,49
